customer_id,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,tenure_months,churn_status,churn_date,risk_score,segment_name,cltv_score,churn_status_label,senior_citizen_label,partner_label,dependents_label,phone_service_label,paperless_billing_label,tenure_group,monthly_charge_group,total_charge_group,risk_group,cltv_group,year,month,quarter,month_name
2393-DIVAI,Female,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.0,61.7,3,False,,55.0,New Customers,60.0,Active,Non-Senior,Single,No Dependents,Yes,Yes,0-12,0-30,0-1K,,0-2K,,,,
2397-BRLOM,Male,True,True,True,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Credit card (automatic),80.45,583.45,8,True,2025-09-10,70.0,High Risk,643.6,Churned,Senior,Has Partner,Has Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
2398-YPMUR,Female,True,True,False,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.15,916.75,13,True,2025-09-10,50.0,Standard,911.95,Churned,Senior,Has Partner,No Dependents,Yes,Yes,13-24,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
2400-FEQME,Male,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.5,1177.95,55,False,,0.0,Medium Value Stable,1127.5,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,37-60,0-30,1K-2K,,0-2K,,,,
2400-XIWIO,Female,False,True,False,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,90.1,6310.9,71,False,,20.0,Medium Value Stable,6397.1,Active,Non-Senior,Has Partner,No Dependents,Yes,No,60+,91-120,5K+,,6K-8K,,,,
2402-TAIRZ,Female,False,False,False,True,No,Fiber optic,No,Yes,Yes,No,No,No,One year,False,Electronic check,80.05,3019.1,37,False,,45.0,Standard,2961.85,Active,Non-Senior,Single,No Dependents,Yes,No,37-60,61-90,3K-5K,,2K-4K,,,,
2403-BCASL,Male,True,True,True,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Electronic check,111.95,4534.9,41,True,2025-09-10,45.0,Standard,4589.95,Churned,Senior,Has Partner,Has Dependents,Yes,Yes,37-60,91-120,3K-5K,,4K-6K,2025.0,9.0,3.0,September
2404-JIBFC,Female,False,True,True,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),85.1,4657.95,55,False,,0.0,High Value Loyal,4680.5,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,37-60,61-90,3K-5K,,4K-6K,,,,
2405-LBMUW,Female,False,True,True,False,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,True,Bank transfer (automatic),50.7,3088.75,61,False,,10.0,High Value Loyal,3092.7,Active,Non-Senior,Has Partner,Has Dependents,No,Yes,60+,31-60,3K-5K,,2K-4K,,,,
2408-PSJVE,Male,False,True,True,True,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,True,Mailed check,61.9,2924.05,44,False,,30.0,Medium Value Stable,2723.6,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,37-60,61-90,2K-3K,,2K-4K,,,,
2408-TZMJL,Male,False,True,False,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,110.15,6448.05,59,True,2025-09-10,45.0,Standard,6498.85,Churned,Non-Senior,Has Partner,No Dependents,Yes,Yes,37-60,91-120,5K+,,6K-8K,2025.0,9.0,3.0,September
2408-WITXK,Female,True,False,False,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,34.7,329.8,10,True,2025-09-10,75.0,High Risk,347.0,Churned,Senior,Single,No Dependents,No,Yes,0-12,31-60,0-1K,,0-2K,2025.0,9.0,3.0,September
2410-CIYFZ,Male,False,False,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.4,42.9,2,False,,55.0,New Customers,40.8,Active,Non-Senior,Single,Has Dependents,Yes,No,0-12,0-30,0-1K,,0-2K,,,,
2418-TPEUN,Female,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),19.8,1119.9,56,False,,0.0,Medium Value Stable,1108.8,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,37-60,0-30,1K-2K,,0-2K,,,,
2419-FSORS,Male,False,True,False,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,108.4,7719.5,72,False,,35.0,Medium Value Stable,7804.8,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,,,,
2424-WVHPL,Male,True,False,False,True,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,False,Electronic check,74.7,74.7,1,False,,75.0,High Risk,74.7,Active,Senior,Single,No Dependents,Yes,No,0-12,61-90,0-1K,,0-2K,,,,
2428-HYUNX,Male,True,True,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),19.35,847.25,44,False,,0.0,Standard,851.4,Active,Senior,Has Partner,No Dependents,Yes,Yes,37-60,0-30,0-1K,,0-2K,,,,
2428-ZMCTB,Male,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.75,208.25,10,False,,55.0,New Customers,197.5,Active,Non-Senior,Single,No Dependents,Yes,No,0-12,0-30,0-1K,,0-2K,,,,
2429-AYKKO,Male,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.85,1434.1,72,False,,0.0,Medium Value Stable,1429.2,Active,Non-Senior,Single,No Dependents,Yes,No,60+,0-30,1K-2K,,0-2K,,,,
2430-RRYUW,Male,False,False,False,True,No,DSL,Yes,Yes,No,No,No,No,One year,True,Mailed check,54.8,3465.7,66,False,,10.0,High Value Loyal,3616.8,Active,Non-Senior,Single,No Dependents,Yes,Yes,60+,31-60,3K-5K,,2K-4K,,,,
2430-USGXP,Male,False,True,False,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,101.05,2391.8,24,True,2025-09-10,65.0,High Risk,2425.2,Churned,Non-Senior,Has Partner,No Dependents,Yes,Yes,13-24,91-120,2K-3K,,2K-4K,2025.0,9.0,3.0,September
2432-TFSMK,Male,False,False,False,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,True,Credit card (automatic),89.6,1633.0,18,False,,25.0,Medium Value Stable,1612.8,Active,Non-Senior,Single,No Dependents,Yes,Yes,13-24,61-90,1K-2K,,0-2K,,,,
2433-KMEAS,Male,False,False,False,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,54.45,1127.35,22,True,2025-09-10,50.0,Standard,1197.9,Churned,Non-Senior,Single,No Dependents,Yes,Yes,13-24,31-60,1K-2K,,0-2K,2025.0,9.0,3.0,September
2434-EEVDB,Female,False,True,False,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,True,Credit card (automatic),94.6,5948.7,64,False,,15.0,High Value Loyal,6054.4,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,,,,
2436-QBZFP,Female,False,True,True,False,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,False,Electronic check,39.2,849.9,22,False,,50.0,Standard,862.4,Active,Non-Senior,Has Partner,Has Dependents,No,No,13-24,31-60,0-1K,,0-2K,,,,
2439-LYPMQ,Male,True,True,False,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,102.6,4009.2,38,False,,65.0,High Risk,3898.8,Active,Senior,Has Partner,No Dependents,Yes,Yes,37-60,91-120,3K-5K,,2K-4K,,,,
2439-QKJUL,Male,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.25,109.8,5,False,,55.0,New Customers,101.25,Active,Non-Senior,Single,No Dependents,Yes,No,0-12,0-30,0-1K,,0-2K,,,,
2446-BEGGB,Female,True,False,False,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,98.25,560.6,6,True,2025-09-10,90.0,High Risk,589.5,Churned,Senior,Single,No Dependents,Yes,Yes,0-12,91-120,0-1K,,0-2K,2025.0,9.0,3.0,September
2446-PLQVO,Male,False,False,False,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.3,70.3,1,True,2025-09-10,75.0,High Risk,70.3,Churned,Non-Senior,Single,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
2446-ZKVAF,Male,False,True,False,True,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,False,Credit card (automatic),56.8,1074.65,18,False,,30.0,Medium Value Stable,1022.4,Active,Non-Senior,Has Partner,No Dependents,Yes,No,13-24,31-60,1K-2K,,0-2K,,,,
2450-ZKEED,Female,False,False,False,True,No,DSL,No,No,Yes,Yes,No,No,One year,False,Bank transfer (automatic),53.8,651.55,11,False,,35.0,New Customers,591.8,Active,Non-Senior,Single,No Dependents,Yes,No,0-12,31-60,0-1K,,0-2K,,,,
2451-YMUXS,Male,True,False,False,True,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,True,Bank transfer (automatic),64.55,4250.1,67,False,,0.0,High Value Loyal,4324.85,Active,Senior,Single,No Dependents,Yes,Yes,60+,61-90,3K-5K,,4K-6K,,,,
2452-KDRRH,Male,True,False,False,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),101.4,6841.05,67,False,,45.0,Standard,6793.8,Active,Senior,Single,No Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,,,,
2452-MRMZF,Female,True,True,False,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.7,1937.4,72,False,,0.0,Medium Value Stable,1850.4,Active,Senior,Has Partner,No Dependents,Yes,Yes,60+,0-30,1K-2K,,0-2K,,,,
2452-SNHFZ,Female,False,False,False,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,False,Credit card (automatic),75.45,3545.1,47,False,,30.0,Medium Value Stable,3546.15,Active,Non-Senior,Single,No Dependents,Yes,No,37-60,61-90,3K-5K,,2K-4K,,,,
2453-SAFNS,Female,True,False,False,True,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,False,Mailed check,72.1,3886.05,54,False,,10.0,High Value Loyal,3893.4,Active,Senior,Single,No Dependents,Yes,No,37-60,61-90,3K-5K,,2K-4K,,,,
2454-RPBRZ,Female,True,True,False,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,98.1,1060.2,12,True,2025-09-10,65.0,High Risk,1177.2,Churned,Senior,Has Partner,No Dependents,Yes,Yes,0-12,91-120,1K-2K,,0-2K,2025.0,9.0,3.0,September
2455-USLMV,Female,False,False,False,True,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,True,Credit card (automatic),84.75,2613.4,31,False,,45.0,Standard,2627.25,Active,Non-Senior,Single,No Dependents,Yes,Yes,25-36,61-90,2K-3K,,2K-4K,,,,
2458-EOMRE,Female,False,False,False,True,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,False,Bank transfer (automatic),64.05,733.95,11,False,,55.0,New Customers,704.55,Active,Non-Senior,Single,No Dependents,Yes,No,0-12,61-90,0-1K,,0-2K,,,,
2460-FPSYH,Female,True,False,False,False,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,55.8,2109.35,40,True,2025-09-10,50.0,Standard,2232.0,Churned,Senior,Single,No Dependents,No,Yes,37-60,31-60,2K-3K,,2K-4K,2025.0,9.0,3.0,September
2460-NGXBJ,Male,True,True,True,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),75.2,775.3,11,False,,55.0,New Customers,827.2,Active,Senior,Has Partner,Has Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,,,,
2462-XIIJB,Male,False,False,False,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,92.5,452.7,5,True,2025-09-10,90.0,High Risk,462.5,Churned,Non-Senior,Single,No Dependents,Yes,Yes,0-12,91-120,0-1K,,0-2K,2025.0,9.0,3.0,September
2465-BLLEU,Male,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.75,19.75,1,False,,55.0,New Customers,19.75,Active,Non-Senior,Single,No Dependents,Yes,Yes,0-12,0-30,0-1K,,0-2K,,,,
2466-FCCPT,Female,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.7,395.6,20,False,,10.0,Standard,394.0,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,13-24,0-30,0-1K,,0-2K,,,,
2466-NEJOJ,Male,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.65,169.75,8,False,,55.0,New Customers,157.2,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,0-12,0-30,0-1K,,0-2K,,,,
2468-SJFLM,Male,False,False,False,True,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Mailed check,74.3,74.3,1,False,,55.0,New Customers,74.3,Active,Non-Senior,Single,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,,,,
2469-DTSGX,Female,True,False,False,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,111.65,7943.45,72,False,,35.0,Medium Value Stable,8038.8,Active,Senior,Single,No Dependents,Yes,No,60+,91-120,5K+,,8K+,,,,
2472-OVKUP,Male,False,True,False,True,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,91.0,531.0,6,True,2025-09-10,90.0,High Risk,546.0,Churned,Non-Senior,Has Partner,No Dependents,Yes,Yes,0-12,91-120,0-1K,,0-2K,2025.0,9.0,3.0,September
2474-BRUCM,Male,True,True,False,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,101.85,4086.3,40,True,2025-09-10,65.0,High Risk,4074.0,Churned,Senior,Has Partner,No Dependents,Yes,No,37-60,91-120,3K-5K,,4K-6K,2025.0,9.0,3.0,September
2474-LCNUE,Female,False,True,False,True,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),73.65,1642.75,23,False,,30.0,Medium Value Stable,1693.95,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,13-24,61-90,1K-2K,,0-2K,,,,
2475-MROZF,Male,False,False,False,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,True,Credit card (automatic),95.0,2852.4,30,False,,45.0,Standard,2850.0,Active,Non-Senior,Single,No Dependents,Yes,Yes,25-36,91-120,2K-3K,,2K-4K,,,,
2476-YGEFM,Female,False,False,False,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),76.0,2215.25,29,False,,30.0,Medium Value Stable,2204.0,Active,Non-Senior,Single,No Dependents,Yes,Yes,25-36,61-90,2K-3K,,2K-4K,,,,
2478-EEWWM,Male,False,True,False,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,44.3,2666.75,59,False,,50.0,Standard,2613.7,Active,Non-Senior,Has Partner,No Dependents,No,Yes,37-60,31-60,2K-3K,,2K-4K,,,,
2479-BRAMR,Male,True,True,False,True,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),83.75,3273.55,41,True,2025-09-10,45.0,Standard,3433.75,Churned,Senior,Has Partner,No Dependents,Yes,Yes,37-60,61-90,3K-5K,,2K-4K,2025.0,9.0,3.0,September
2480-EJWYP,Female,True,True,False,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,True,Bank transfer (automatic),97.8,5458.8,58,False,,25.0,Medium Value Stable,5672.4,Active,Senior,Has Partner,No Dependents,Yes,Yes,37-60,91-120,5K+,,4K-6K,,,,
2480-JZOSN,Female,False,True,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.65,20.65,1,False,,55.0,New Customers,20.65,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,0-12,0-30,0-1K,,0-2K,,,,
2480-SQIOB,Male,False,True,True,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,44.8,169.65,4,False,,75.0,High Risk,179.2,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,0-12,31-60,0-1K,,0-2K,,,,
2481-SBOYW,Female,False,False,True,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.0,1498.35,61,False,,0.0,Medium Value Stable,1525.0,Active,Non-Senior,Single,Has Dependents,Yes,Yes,60+,0-30,1K-2K,,0-2K,,,,
2482-CZGBB,Male,False,False,False,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.0,740.0,10,True,2025-09-10,75.0,High Risk,700.0,Churned,Non-Senior,Single,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
2483-XSSMZ,Female,False,False,False,True,No,DSL,Yes,No,No,No,No,No,One year,True,Electronic check,47.85,1886.4,39,False,,30.0,Medium Value Stable,1866.15,Active,Non-Senior,Single,No Dependents,Yes,Yes,37-60,31-60,1K-2K,,0-2K,,,,
2484-DGXPZ,Female,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.55,658.95,31,True,2025-09-10,30.0,Standard,606.05,Churned,Non-Senior,Has Partner,Has Dependents,Yes,Yes,25-36,0-30,0-1K,,0-2K,2025.0,9.0,3.0,September
2485-ITVKB,Female,False,True,False,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,35.1,68.75,2,True,2025-09-10,75.0,High Risk,70.2,Churned,Non-Senior,Has Partner,No Dependents,No,Yes,0-12,31-60,0-1K,,0-2K,2025.0,9.0,3.0,September
2486-WYVVE,Male,False,True,False,True,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,True,Mailed check,79.3,2484.0,31,False,,10.0,High Value Loyal,2458.3,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,25-36,61-90,2K-3K,,2K-4K,,,,
2495-INZWQ,Male,False,False,False,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,44.55,174.3,4,True,2025-09-10,75.0,High Risk,178.2,Churned,Non-Senior,Single,No Dependents,No,Yes,0-12,31-60,0-1K,,0-2K,2025.0,9.0,3.0,September
2495-KZNFB,Female,False,False,False,True,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,True,Electronic check,90.65,2989.6,33,False,,65.0,High Risk,2991.45,Active,Non-Senior,Single,No Dependents,Yes,Yes,25-36,91-120,2K-3K,,2K-4K,,,,
2495-TTHBQ,Female,False,False,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,20.4,84.75,4,False,,35.0,New Customers,81.6,Active,Non-Senior,Single,Has Dependents,Yes,Yes,0-12,0-30,0-1K,,0-2K,,,,
2498-XLDZR,Female,False,True,True,True,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,False,Mailed check,73.6,2316.85,32,False,,0.0,High Value Loyal,2355.2,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,25-36,61-90,2K-3K,,2K-4K,,,,
2499-AJYUA,Female,True,True,False,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),110.8,7882.25,72,False,,15.0,High Value Loyal,7977.6,Active,Senior,Has Partner,No Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,,,,
2501-XWWTZ,Male,False,False,False,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,70.2,760.05,11,False,,75.0,High Risk,772.2,Active,Non-Senior,Single,No Dependents,Yes,No,0-12,61-90,0-1K,,0-2K,,,,
2504-DSHIH,Male,True,True,False,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,86.8,1975.85,23,False,,65.0,High Risk,1996.4,Active,Senior,Has Partner,No Dependents,Yes,No,13-24,61-90,1K-2K,,0-2K,,,,
2506-CLAKW,Female,False,False,False,True,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,True,Bank transfer (automatic),98.15,567.45,6,True,2025-09-10,70.0,High Risk,588.9,Churned,Non-Senior,Single,No Dependents,Yes,Yes,0-12,91-120,0-1K,,0-2K,2025.0,9.0,3.0,September
2506-TNFCO,Female,True,True,False,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.55,69.55,1,True,2025-09-10,75.0,High Risk,69.55,Churned,Senior,Has Partner,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
2507-QZPQS,Male,False,False,False,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,False,Electronic check,95.7,1451.1,15,False,,65.0,High Risk,1435.5,Active,Non-Senior,Single,No Dependents,Yes,No,13-24,91-120,1K-2K,,0-2K,,,,
2509-TFPJU,Male,False,True,False,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.75,1864.2,72,False,,0.0,Medium Value Stable,1854.0,Active,Non-Senior,Has Partner,No Dependents,Yes,No,60+,0-30,1K-2K,,0-2K,,,,
2511-ALLCS,Female,False,True,True,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),24.3,821.6,35,False,,0.0,Standard,850.5,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,25-36,0-30,0-1K,,0-2K,,,,
2511-MORQY,Male,False,True,True,True,Yes,DSL,No,No,Yes,No,No,No,One year,False,Bank transfer (automatic),54.9,2614.1,50,False,,10.0,High Value Loyal,2745.0,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,37-60,31-60,2K-3K,,2K-4K,,,,
2514-GINMM,Male,False,False,False,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.5,79.5,1,True,2025-09-10,75.0,High Risk,79.5,Churned,Non-Senior,Single,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
2516-VQRRV,Female,True,False,False,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,75.45,158.4,2,True,2025-09-10,55.0,New Customers,150.9,Churned,Senior,Single,No Dependents,Yes,Yes,0-12,61-90,0-1K,,0-2K,2025.0,9.0,3.0,September
2516-XSJKX,Female,False,True,True,True,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,False,Electronic check,78.45,3126.45,41,False,,20.0,Medium Value Stable,3216.45,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,37-60,61-90,3K-5K,,2K-4K,,,,
2519-ERQOJ,Male,True,False,False,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,54.6,1803.7,33,False,,50.0,Standard,1801.8,Active,Senior,Single,No Dependents,No,Yes,25-36,31-60,1K-2K,,0-2K,,,,
2519-FAKOD,Male,False,False,True,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),99.25,3777.15,38,True,2025-09-10,45.0,Standard,3771.5,Churned,Non-Senior,Single,Has Dependents,Yes,Yes,37-60,91-120,3K-5K,,2K-4K,2025.0,9.0,3.0,September
2519-LBNQL,Male,True,True,False,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,104.35,6339.45,60,False,,45.0,Standard,6261.0,Active,Senior,Has Partner,No Dependents,Yes,Yes,37-60,91-120,5K+,,6K-8K,,,,
2519-TWKFS,Male,False,True,True,True,Yes,DSL,No,No,No,Yes,No,No,One year,True,Mailed check,55.1,1466.1,25,False,,10.0,Medium Value Stable,1377.5,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,25-36,31-60,1K-2K,,0-2K,,,,
2520-SGTTA,Female,False,True,True,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.0,0.0,0,False,,25.0,New Customers,0.0,Active,Non-Senior,Has Partner,Has Dependents,Yes,No,,0-30,,,,,,,
2521-NPUZR,Male,False,True,False,True,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,False,Credit card (automatic),101.0,7085.5,70,False,,15.0,High Value Loyal,7070.0,Active,Non-Senior,Has Partner,No Dependents,Yes,No,60+,91-120,5K+,,6K-8K,,,,
2522-AHJXR,Male,False,True,False,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),109.45,6572.85,60,False,,45.0,Standard,6567.0,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,37-60,91-120,5K+,,6K-8K,,,,
2522-WLNSF,Female,True,True,False,True,No,DSL,No,No,Yes,Yes,Yes,No,One year,False,Bank transfer (automatic),64.2,2106.3,34,False,,10.0,High Value Loyal,2182.8,Active,Senior,Has Partner,No Dependents,Yes,No,25-36,61-90,2K-3K,,2K-4K,,,,
2523-EWWZL,Female,False,True,False,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,76.1,2093.4,27,False,,50.0,Standard,2054.7,Active,Non-Senior,Has Partner,No Dependents,Yes,Yes,25-36,61-90,2K-3K,,2K-4K,,,,
2525-GVKQU,Female,False,False,False,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.6,1093.0,60,False,,0.0,Medium Value Stable,1236.0,Active,Non-Senior,Single,No Dependents,Yes,No,37-60,0-30,1K-2K,,0-2K,,,,
2528-HFYZX,Male,True,True,False,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,76.45,1233.4,17,True,2025-09-10,50.0,Standard,1299.65,Churned,Senior,Has Partner,No Dependents,Yes,Yes,13-24,61-90,1K-2K,,0-2K,2025.0,9.0,3.0,September
2530-ENDWQ,Female,False,True,False,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,True,Bank transfer (automatic),93.7,6585.35,71,True,2025-09-10,15.0,High Value Loyal,6652.7,Churned,Non-Senior,Has Partner,No Dependents,Yes,Yes,60+,91-120,5K+,,6K-8K,2025.0,9.0,3.0,September
2530-FMFXO,Male,False,True,True,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,True,Electronic check,103.2,5873.75,56,False,,35.0,Medium Value Stable,5779.2,Active,Non-Senior,Has Partner,Has Dependents,Yes,Yes,37-60,91-120,5K+,,4K-6K,,,,
2533-QVMSK,Male,False,True,False,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,True,Electronic check,94.1,5638.3,61,True,2025-09-10,35.0,Medium Value Stable,5740.1,Churned,Non-Senior,Has Partner,No Dependents,Yes,Yes,60+,91-120,5K+,,4K-6K,2025.0,9.0,3.0,September
